,name,cmp,p/e,mar_cap,div_yld_%,np_qtr,qtr_profit_%,sales_qtr,qtr_saeles_%,roce_%,pat_ann
1017,Refex Industries,165.3,20.54,1912.23,0.26,33.38,-33.88,342.35,-45.67,26.39,93.08
1018,Bharat Wire,278.35,19.74,1902.88,0.0,21.8,36.59,147.16,-9.35,14.99,96.34
1019,Suraj Estate,428.4,28.18,1900.41,0.0,19.46,,100.36,,28.9,67.49
1020,Brightcom Group,9.38,1.34,1892.81,0.0,321.48,15.96,1690.32,14.16,30.91,1370.99
1021,Advait Infratech,1847.15,86.13,1884.11,0.0,7.23,106.57,59.73,46.18,37.86,21.88
1022,Rossell India,499.25,140.56,1882.07,0.08,-14.43,-0.14,67.8,0.43,6.43,13.39
1023,Hi-Tech Pipes,130.5,42.65,1873.79,0.02,11.13,-29.73,681.03,-2.97,13.0,43.93
1024,The Hi-Tech Gear,996.35,50.23,1870.96,0.25,17.83,7.45,286.87,0.11,12.52,37.24
1025,Jindal Drilling,645.4,36.56,1870.38,0.08,-15.0,-247.35,197.92,91.65,6.4,51.15
1026,Popular Vehicles,261.0,24.82,1858.23,0.0,20.11,40.33,1363.71,4.51,13.58,74.88
1027,Cosmo First,704.0,29.72,1848.01,0.71,15.38,-51.67,641.31,-10.31,6.99,62.19
1028,Stove Kraft,558.25,54.03,1845.15,0.0,2.66,144.33,325.23,16.96,10.74,34.14
1029,KKRRAFTON Develo,188.3,552.79,1840.81,0.0,2.69,,24.71,,8.55,3.33
1030,Allsec Tech.,1206.85,28.74,1839.23,3.73,20.73,71.04,129.71,20.12,31.54,64.0
1031,Ador Welding,1349.65,29.01,1835.54,1.36,18.67,-15.41,246.7,4.76,23.98,63.19
1032,Kilburn Engg.,435.05,36.03,1819.37,0.25,23.1,,121.52,,,50.54
1033,Fairchem Organic,1397.0,44.91,1819.01,0.56,11.76,-0.84,160.56,5.7,19.39,40.5
1034,Paushak,5900.0,33.47,1818.47,0.29,18.26,27.25,53.83,-4.66,18.68,54.35
1035,Motisons Jewel,184.7,56.07,1818.29,0.0,10.79,245.18,116.68,28.69,16.65,32.44
1036,Agarwal Indl.,1214.55,16.59,1816.67,0.21,38.01,34.31,776.44,17.72,20.63,109.22
1037,India Nipp.Elec.,803.0,30.59,1816.5,1.33,20.42,43.7,195.68,23.87,12.8,59.3
1038,NELCO,795.6,76.94,1815.57,0.26,6.1,7.77,81.61,-0.45,23.37,23.62
1039,Rane Holdings,1271.05,10.22,1815.06,1.96,38.41,207.33,870.19,-7.19,13.0,178.14
1040,Sirca Paints,331.05,35.26,1814.45,0.46,12.51,31.82,82.63,21.03,24.06,51.44
1041,Kody Technolab,2846.7,371.04,1814.44,0.0,4.09,,16.68,,56.99,4.89
1042,Indo Tech.Trans.,1705.0,38.66,1810.7,0.0,25.57,32.49,175.11,21.04,30.16,46.86
1043,Nalwa Sons Invst,3513.4,32.09,1805.9,0.0,1.75,-70.02,10.92,13.99,0.73,56.27
1044,Swelect Energy,1188.2,74.28,1801.19,0.24,36.02,-23.64,75.52,22.34,5.66,24.23
1045,Everest Inds.,1138.05,146.93,1796.84,0.53,5.44,-58.02,432.11,-3.18,3.8,12.23
1046,Monarch Networth,529.8,14.54,1794.44,0.19,30.54,580.18,68.21,72.12,51.53,123.18
1047,Hercules Hoists,560.0,49.79,1792.0,0.36,11.91,100.51,57.3,20.71,5.67,36.02
1048,I G Petrochems,580.15,45.02,1786.56,1.75,9.21,-75.9,553.98,-8.43,5.56,39.71
1049,SMC Global Sec.,170.5,9.55,1785.17,1.36,66.24,204.9,509.68,67.82,17.99,187.27
1050,Pix Transmission,1309.0,21.51,1784.15,0.45,24.43,27.91,128.95,-4.11,22.57,82.99
1051,GVK Power Infra.,11.29,87.44,1782.91,0.0,-142.94,-181.79,68.7,-63.11,13.48,20.4
1052,Kiri Industries,343.7,13.43,1781.53,0.0,-9.6,84.39,269.06,20.95,-1.84,133.02
1053,Hester Bios,2090.0,94.18,1777.89,0.41,6.4,9.27,79.26,17.77,9.32,18.89
1054,Master Trust,817.0,16.46,1777.23,0.0,37.87,127.45,164.14,80.27,32.87,108.08
1055,India Power Corp,18.16,102.95,1768.4,0.26,7.56,19.43,162.26,1.36,4.37,17.18
1056,Rama Steel Tubes,11.94,60.68,1767.2,0.0,7.65,-36.79,268.27,-32.8,12.73,29.13
1057,HLV,26.75,74.12,1763.51,0.0,10.35,40.05,59.74,14.82,5.65,23.8
1058,SMS Pharma.,208.0,35.6,1760.76,0.14,15.92,97.27,245.8,64.49,11.22,49.42
1059,Likhitha Infra.,445.0,26.56,1755.46,0.33,18.72,15.27,122.29,23.99,32.55,66.03
1060,Krishana Phosch.,289.85,43.43,1755.12,0.09,5.59,-10.27,263.4,81.28,15.02,40.44
1061,Oriental Rail,284.8,58.36,1750.39,0.0,4.37,154.56,172.04,42.91,12.72,30.01
1062,Jyoti Resins,1443.85,25.79,1732.62,0.42,18.77,14.38,71.24,9.47,65.87,67.12
1063,Igarashi Motors,550.15,180.95,1731.56,0.19,5.14,-32.63,204.6,18.31,4.65,9.57
1064,Filatex Fash.,10.38,196.15,1730.13,0.0,2.44,-33.7,61.76,51.3,1.07,8.82
1065,GNA Axles,401.85,17.28,1725.17,1.46,16.75,-50.76,371.02,-3.32,15.34,100.02
1066,Sky Gold,1302.6,42.61,1724.29,0.15,13.61,123.85,513.38,90.2,18.69,40.48
1067,Texmaco Infrast.,135.3,321.01,1724.15,0.11,2.51,2400.0,3.43,-18.53,0.46,5.37
1068,63 Moons Tech.,374.0,8.2,1723.36,0.52,3.82,144.27,37.53,-66.37,6.7,209.76
1069,Goldiam Intl.,161.2,18.87,1721.57,1.27,17.77,10.3,147.86,9.57,19.78,90.9
1070,DCW,57.97,104.54,1710.98,0.87,15.33,-56.55,621.69,5.7,6.66,16.37
1071,BIGBLOC Const.,241.3,55.66,1708.08,0.17,8.65,55.58,67.95,45.97,24.04,30.69
1072,Rishabh Instrum.,447.0,43.1,1707.77,0.0,2.32,-84.42,177.91,1.96,9.71,39.66
1073,Shankara Build.,699.95,21.17,1697.31,0.42,24.22,26.54,1376.55,13.76,17.53,80.23
1074,Rajoo Engineers,275.4,86.02,1694.59,0.13,6.25,34.7,52.68,-26.25,24.07,19.71
1075,Om Infra,175.5,35.87,1690.06,0.29,3.15,-60.21,295.71,-14.7,14.17,47.16
1076,S P I C,82.95,11.66,1689.19,1.83,-24.23,-4.28,124.88,-81.4,17.5,145.38
1077,Raghav Product.,734.95,66.82,1686.92,0.07,6.68,-7.73,31.5,-8.59,23.23,25.25
1078,Technvision Ven.,2685.5,124.65,1686.5,0.0,8.87,195.67,51.45,22.47,78.17,13.53
1079,Vascon Engineers,75.33,24.88,1686.15,0.35,16.82,-66.1,335.42,2.47,8.29,67.94
1080,Yuken India,1292.2,89.38,1679.87,0.06,7.93,1083.58,119.23,18.01,10.42,18.79
1081,Madras Fertilize,104.26,34.19,1679.69,0.0,88.3,74.13,758.48,-1.26,10.31,49.24
1082,Summit Securitie,1536.8,22.12,1675.13,0.0,14.4,184.02,19.66,163.54,1.39,75.73
1083,Wardwizard Inno.,64.08,117.94,1670.53,0.15,4.28,195.17,128.05,153.31,17.81,14.15
1084,Sadhana Nitro,66.9,405.13,1652.78,0.22,0.52,-70.45,64.55,34.03,7.31,4.08
1085,Automotive Stamp,1040.0,82.37,1649.43,0.0,7.62,126.11,232.48,10.65,46.18,20.03
1086,Andhra Sugars,121.55,20.81,1647.45,1.65,26.11,-15.04,433.24,-19.62,5.73,79.05
1087,Hariom Pipe,569.65,28.94,1644.35,0.0,16.77,-2.78,330.92,31.58,14.56,56.8
1088,5Paisa Capital,526.8,30.24,1643.74,0.0,5.78,-59.89,112.86,24.58,13.35,54.44
1089,Ram Ratna Wires,370.9,31.23,1631.96,0.67,19.39,16.87,803.39,10.9,18.16,52.26
1090,Sh. Digvijay Cem,110.7,18.56,1631.77,2.67,31.73,29.93,224.26,14.89,34.09,87.76
1091,Agro Tech Foods.,666.6,192.03,1624.5,0.43,1.48,-102.39,178.41,-11.67,2.66,8.46
1092,Tour. Fin. Corp.,174.15,17.7,1612.53,1.34,20.4,-18.04,57.62,-4.03,10.49,91.11
1093,Dhampur Sugar,241.3,11.95,1601.94,2.09,51.86,-14.14,561.75,-16.34,12.13,134.32
1094,D-Link India,446.0,17.39,1583.44,1.77,24.6,24.68,332.02,7.39,30.93,90.74
1095,GPT Infraproject,272.1,28.46,1582.85,1.09,14.86,43.99,295.0,10.03,21.92,55.63
1096,Taneja Aerospace,618.6,141.75,1577.48,0.63,2.52,-12.5,8.19,-17.52,13.28,11.13
1097,Elpro Internatio,92.9,18.41,1574.46,0.66,24.03,7609.38,113.34,161.63,7.86,85.49
1098,Navkar Corporat.,104.23,280.14,1568.9,0.0,7.26,9.17,117.92,13.88,1.23,5.6
1099,Roto Pumps,496.0,39.8,1557.79,0.6,12.77,15.12,81.93,13.85,24.43,39.17
1100,Steel Exchange,13.1,142.75,1554.44,0.0,19.75,146.35,312.15,-21.61,8.29,10.89
1101,Polo Queen Ind.,46.23,540.82,1552.16,0.0,1.4,536.36,26.47,18.01,2.71,2.87
1102,Knowledge Marine,1434.2,46.95,1549.1,0.0,8.58,,56.7,,29.18,33.0
1103,BCL Industries,56.74,17.02,1545.3,0.88,23.71,-4.98,597.63,30.78,16.04,90.66
1104,Saurashtra Cem.,138.4,22.1,1535.98,0.72,31.08,117.19,497.49,5.53,12.06,69.42
1105,S P Apparels,611.65,17.13,1534.81,0.49,28.46,38.69,295.13,7.26,14.56,89.62
1106,Signpost India,286.35,34.79,1530.52,0.0,17.75,-15.72,103.43,-36.44,,44.05
1107,Manali Petrochem,88.95,68.25,1529.94,0.8,1.3,588.89,256.28,-23.16,4.38,22.4
1108,Excel Industries,1216.5,89.89,1529.25,0.91,6.67,208.8,233.54,3.3,1.84,17.01
1109,Salzer Electron.,875.0,35.22,1520.95,0.25,12.08,34.82,317.57,7.61,12.91,43.19
1110,Capital Small,337.5,13.61,1520.18,0.0,28.21,16.33,204.2,14.33,7.57,111.53
1111,Atul Auto,547.65,215.0,1519.8,0.0,4.88,46.11,160.14,6.57,4.24,7.07
1112,Shanti Educat.,94.23,477.09,1517.1,0.0,-0.86,-125.52,1.75,-84.08,7.34,3.18
1113,Kokuyo Camlin,150.95,34.57,1514.1,0.33,10.42,18.95,217.23,0.45,18.3,43.83
1114,Everest Kanto,134.85,15.21,1513.1,0.51,13.11,-60.22,325.84,9.38,11.32,99.39
1115,Kamdhenu,558.0,29.96,1503.01,0.27,16.75,55.67,176.04,5.48,32.89,50.13
1116,NGL Fine Chem,2429.7,38.98,1501.57,0.06,10.85,27.2,95.61,28.91,18.82,38.52
1117,Amines & Plast.,271.0,37.42,1491.05,0.19,12.94,51.35,177.34,6.27,23.3,39.83
1118,Auto.Corp.of Goa,2448.8,38.87,1491.01,0.8,10.91,41.14,169.39,23.34,18.67,38.37
1119,Vasu Bhagnani,351.1,183.59,1485.28,0.0,5.57,992.16,7.52,-54.2,15.05,8.09
1120,Vinyas Innovativ,1171.45,96.04,1474.24,0.0,9.7,,179.95,,25.94,15.35
1121,Dynacons Sys.,1151.85,27.1,1464.38,0.04,14.29,17.42,282.25,24.71,44.2,53.96
1122,Last Mile Enter.,865.0,597.33,1463.47,0.03,4.32,-62.11,130.88,802.62,,2.45
1123,Punjab Chemicals,1187.0,27.16,1455.25,0.26,2.41,-24.69,196.53,0.76,22.7,53.58
1124,Windlas Biotech,699.0,24.98,1453.81,0.54,16.99,48.51,171.29,21.73,18.17,58.19
1125,Kabra Extrusion,415.3,45.88,1452.41,0.81,17.12,40.1,167.98,-5.61,10.46,31.67
1126,Dr Agarwal's Eye,3088.0,31.29,1451.35,0.1,12.79,-6.51,80.72,16.28,18.01,46.36
1127,GKW,2416.05,104.13,1442.39,0.0,-3.88,-2040.0,7.85,184.42,0.84,13.85
1128,Dwarikesh Sugar,76.36,17.25,1437.83,2.56,22.89,-50.97,379.94,-28.66,13.72,83.52
1129,G M Breweries,629.3,9.74,1437.75,0.88,86.64,146.84,159.85,2.49,23.53,147.68
1130,ICE Make Refrig.,909.65,54.94,1435.41,0.2,14.26,65.24,139.92,23.21,34.34,26.13
1131,Rane (Madras),880.5,13.18,1432.17,0.0,-9.37,-149.33,518.32,-16.61,6.3,108.83
1132,Macpower CNC,1423.85,58.78,1424.45,0.1,9.01,200.33,71.34,31.33,30.19,24.25
1133,Heranba Inds,355.3,41.29,1421.67,0.36,-0.73,-106.55,257.91,-0.87,6.72,34.5
1134,GRP,10680.0,58.14,1420.43,0.16,11.67,390.55,137.94,44.38,15.43,24.44
1135,Arihant Super.,344.95,22.31,1419.83,0.15,16.31,7666.67,155.35,137.57,,63.62
1136,Kuantum Papers,162.5,7.7,1418.09,1.84,33.89,-47.9,298.85,-13.06,18.47,183.83
1137,Timex Group,140.1,67.85,1414.3,0.0,7.08,-68.38,92.06,10.5,23.95,20.84
1138,Mangalore Chem.,119.25,9.16,1413.43,1.23,4.84,-92.87,786.4,-32.42,16.62,154.82
1139,NIIT,103.7,35.97,1402.89,0.47,11.39,207.32,74.34,23.8,4.62,39.01
1140,Matrimony.com,629.85,28.31,1402.09,0.8,11.73,2.89,119.23,4.12,20.84,49.55
1141,India Motor Part,1118.0,19.25,1395.26,2.14,19.33,-25.71,175.08,5.33,5.2,72.52
1142,KMC Speciality,85.5,45.82,1394.44,0.0,7.09,-2.34,44.89,9.27,21.46,30.38
1143,Ksolves India,1175.0,40.71,1393.11,1.99,9.58,33.43,30.36,35.17,197.29,34.23
1144,CFF Fluid,712.9,81.33,1388.29,0.07,6.99,,47.41,,37.27,17.09
1145,Kitex Garments,208.5,24.83,1386.52,0.71,19.74,564.65,173.05,77.11,6.93,55.83
1146,Best Agrolife,586.0,12.97,1385.56,0.5,-72.49,-761.95,135.39,-46.68,16.49,106.27
1147,Forbes Precision,266.6,46.3,1375.51,0.0,10.8,108100.0,66.14,,,29.71
1148,Uttam Sug.Mills,359.3,10.4,1370.4,0.68,42.14,-39.8,465.15,-11.81,17.85,132.21
1149,Sika Interplant,3224.25,74.05,1367.09,0.12,6.05,195.12,37.16,97.24,25.8,18.46
1150,Century Enka,624.9,29.79,1365.37,1.58,20.26,39.63,468.68,-0.83,4.7,45.89
1151,R K Swamy,269.85,34.32,1362.5,0.0,26.18,27.03,118.28,43.02,34.74,39.72
1152,BMW Industries,60.45,21.39,1360.58,0.35,19.0,17.79,137.31,1.53,13.18,63.75
1153,T.V. Today Netw.,227.0,22.66,1354.49,1.32,11.46,35.38,252.79,16.42,9.68,59.75
1154,GIC Housing Fin,250.85,8.95,1350.83,1.82,53.59,2.49,260.03,-7.52,8.59,151.16
1155,Allcargo Termi,54.96,30.3,1350.31,0.9,9.22,-30.08,181.76,-1.08,12.27,44.4
1156,Sterling Tools,374.65,24.54,1349.67,0.53,16.25,66.67,269.25,27.2,14.8,55.08
1157,Aptech,230.25,39.3,1335.29,1.91,2.75,-86.96,104.06,-41.69,18.38,33.96
1158,AVT Natural Prod,87.66,25.06,1335.06,1.13,10.96,-22.49,125.02,-6.9,15.93,53.29
1159,Lancer Containe.,56.67,22.87,1333.0,0.0,15.99,45.76,152.27,-24.22,16.58,58.37
1160,RIR Power Electr,1914.4,189.54,1332.4,0.08,2.78,131.67,21.57,32.66,13.27,7.03
1161,Steelcast,657.75,17.74,1331.28,1.02,18.71,-4.25,98.4,-18.22,40.1,75.0
1162,Oriental Aromat.,394.2,145.77,1326.66,0.13,10.12,750.42,216.48,10.82,4.06,9.1
1163,Control Print,826.65,24.27,1322.16,1.12,12.47,-21.32,100.61,13.71,23.6,54.46
1164,Butterfly Gan Ap,736.0,160.66,1315.97,0.0,-19.76,-1230.77,166.38,-10.93,4.85,8.19
1165,Kirl. Electric,197.9,93.28,1314.36,0.0,5.42,-50.23,168.53,16.19,18.3,14.08
1166,Alphalogic Tech.,280.25,317.77,1313.12,0.0,1.18,-25.38,17.75,106.16,17.09,4.13
1167,Sahana Systems,1641.0,87.27,1312.22,0.0,11.13,,31.54,,123.6,15.04
1168,Antony Waste han,462.1,15.18,1311.54,0.0,30.16,187.66,210.18,4.17,13.9,86.21
1169,Xchanging Sol.,117.0,95.12,1303.43,27.36,12.38,12.34,44.46,-2.86,11.97,13.7
1170,Dynamic Cables,591.85,34.49,1302.84,0.09,13.77,37.98,240.91,34.99,24.12,37.77
1171,Systematix Corp.,1003.4,24.44,1302.45,0.0,23.19,4241.07,52.83,242.38,48.35,53.35
1172,Marsons,75.42,2060.28,1297.98,0.0,0.45,-86.99,3.77,46.69,3.09,0.63
1173,Ultramarine Pig.,443.75,24.08,1295.73,1.13,10.22,6.13,125.5,5.84,8.69,53.83
1174,Avadh Sugar,646.05,10.05,1293.3,1.59,55.29,-30.09,619.8,-26.76,12.93,128.11
1175,Gulshan Polyols,205.9,72.22,1284.25,0.24,6.37,-54.98,405.59,34.51,4.31,17.78
1176,Beekay Steel Ind,667.8,9.62,1273.64,0.16,37.42,54.88,253.37,-11.36,14.56,132.97
1177,Himatsing. Seide,129.1,11.3,1271.15,0.0,23.74,6.22,696.87,1.05,10.54,112.82
1178,Snowman Logistic,75.7,99.54,1264.88,1.3,2.15,-57.84,126.54,12.63,7.13,12.71
1179,GPT Healthcare,154.1,26.47,1264.48,1.65,12.82,23.75,99.43,3.49,30.26,47.77
1180,Wonder Electric.,940.0,123.97,1259.68,0.11,6.53,19.6,259.29,76.98,15.91,10.16
1181,Mercury EV-Tech,71.59,631.58,1256.74,0.0,0.23,-23.33,5.57,-20.31,2.96,1.99
1182,One Point One,58.81,58.75,1256.1,0.0,6.66,125.76,52.36,46.75,22.6,21.38
1183,Kamdhenu Venture,39.85,90.48,1252.7,0.0,4.2,268.67,85.15,20.27,11.76,13.85
1184,TCC Concept,567.05,70.33,1249.48,0.0,4.81,301.43,12.77,1177.0,,17.77
1185,Nelcast,143.55,30.98,1248.93,0.28,5.07,3.35,295.47,-5.65,10.14,40.3
1186,Asian Star Co.,780.0,16.18,1248.78,0.19,18.58,4.68,986.34,-8.53,6.25,77.23
1187,Satia Industries,124.8,5.91,1248.0,0.8,39.45,-14.76,430.59,-17.3,23.37,211.19
1188,Panorama Studios,929.6,32.58,1240.68,0.0,27.5,643.24,283.36,382.48,44.78,38.1
1189,Monte Carlo Fas.,597.95,20.36,1239.67,3.37,-18.96,-194.66,206.52,-12.76,10.43,61.01
1190,Tinna Trade,314.6,10314.64,1237.76,0.0,-0.01,97.87,88.57,68.83,7.37,0.12
1191,Assoc.Alcohols,683.0,24.36,1234.83,0.14,12.25,25.0,242.22,31.08,14.47,50.62
1192,MIC Electronics,55.74,22.39,1234.36,0.0,49.59,1940.74,22.96,675.68,17.48,55.22
1193,Kopran,255.75,24.22,1232.95,1.17,18.62,131.59,186.08,24.99,13.78,50.96
1194,Dhunseri Vent.,348.0,7.99,1218.71,1.43,24.04,-63.4,263.51,88.15,6.59,152.1
1195,Amic Forging,1160.0,87.99,1216.66,0.0,6.72,,74.63,,80.79,13.83
1196,Lincoln Pharma.,607.0,13.07,1215.83,0.24,18.6,48.09,142.49,26.7,22.53,93.3
1197,Saint-Gob. Sekur,133.3,38.83,1214.55,1.51,7.3,-10.43,46.08,-2.74,22.33,31.23
1198,Remus Pharma.,2056.2,56.26,1211.53,0.07,20.33,,183.46,,,21.54
1199,Coffee Day Enter,56.69,6.96,1197.53,0.0,-296.4,89.19,250.65,4.29,2.87,171.17
1200,Crest Ventures,420.05,19.27,1195.07,0.23,11.76,-3.84,39.79,31.75,8.41,62.08
1201,Raj Rayon Inds.,21.48,295.64,1194.45,0.0,-2.14,25.44,217.06,96.61,8.23,4.04
1202,Hind Rectifiers,693.0,68.03,1187.67,0.0,5.12,-38.39,151.36,35.64,15.72,17.46
1203,Hardwyn India,34.0,121.67,1186.17,0.0,3.3,-11.53,36.94,23.63,3.92,9.75
1204,Syncom Formul.,12.6,50.1,1184.4,0.0,6.75,-20.21,73.27,19.39,10.39,23.64
1205,Eimco Elecon(I),2049.95,29.92,1182.83,0.23,14.84,51.89,84.3,31.23,13.53,39.52
1206,Anuh Pharma,235.95,19.66,1182.35,0.85,15.36,59.67,163.89,4.18,29.35,60.06
1207,Beta Drugs Ltd,1228.9,32.43,1181.44,0.0,16.56,,154.45,,36.02,36.44
1208,Enkei Wheels,657.2,47.3,1181.31,0.0,8.87,301.59,221.61,67.34,7.01,11.71
1209,Jay Bharat Maru.,109.0,37.59,1179.91,0.62,11.12,-21.19,598.1,-11.18,9.45,31.36
1210,Platinum Industr,214.0,27.07,1175.42,0.0,10.71,8.15,80.35,33.27,27.29,43.5
1211,Uniphos Enter.,168.5,30.34,1171.88,3.87,-0.63,-234.04,50.65,,1.54,38.61
1212,Eco Recyc.,604.95,64.06,1167.34,0.0,1.65,143.19,8.05,62.63,37.23,18.22
1213,Trident Techlabs,670.5,123.66,1158.7,0.0,12.46,,64.24,,38.12,9.37
1214,Benares Hotels,8900.0,31.95,1156.98,0.22,11.59,52.7,35.58,29.38,40.56,36.22
1215,Krishna Defence,843.35,118.06,1155.81,0.0,7.16,,71.2,,26.33,9.79
1216,Suyog Telematics,1084.0,18.25,1155.74,0.05,15.72,24.37,45.36,18.62,21.62,63.31
1217,Asian Energy,282.0,42.52,1154.02,0.0,14.67,341.7,118.73,313.84,12.51,27.11
1218,Manoj Vaibhav,235.95,14.23,1152.53,0.0,20.57,38.33,546.45,5.9,16.33,80.93
1219,Meson Valves Ind,1131.25,127.06,1149.37,0.0,6.44,,43.22,,44.04,9.05
1220,InfoBeans Tech.,471.45,51.15,1148.82,0.2,9.24,94.94,96.94,5.43,11.67,22.47
1221,Ganesh Benzopl.,159.5,18.92,1148.23,0.0,16.19,29.73,60.25,16.36,18.22,60.63
1222,Urja Global,21.83,562.23,1147.06,0.0,0.46,411.11,13.02,22.37,1.84,2.04
1223,Rhetan TMT Ltd,14.35,295.45,1143.48,0.0,2.42,,30.01,,6.58,3.87
1224,Tuticorin Alkali,92.99,15.38,1132.97,0.0,11.97,-67.1,56.03,-58.11,146.32,73.59
1225,Solex Energy,1415.0,129.68,1132.0,0.01,8.01,,272.89,,21.28,8.73
1226,Sakuma Exports,36.06,28.27,1130.64,0.15,26.01,157.27,501.06,-50.19,10.05,39.97
1227,Eraaya Lifespace,742.5,3302.64,1122.9,0.0,0.0,-100.0,15.45,7625.0,7.0,0.34
1228,RACL Geartech,1040.6,28.15,1121.93,0.14,8.42,-11.74,113.86,19.31,17.89,39.81
1229,Vardhman Hold.,3508.0,6.08,1119.06,0.14,25.58,29.33,0.07,101.29,6.07,184.87
1230,Faze Three,457.95,23.88,1113.68,0.11,8.92,-39.85,164.35,15.67,13.92,46.59
1231,Cropster Agro,445.0,100.41,1112.5,0.0,5.17,17333.33,27.45,,37.57,11.08
1232,Selan Expl. Tech,728.75,33.82,1107.67,0.0,12.25,128.97,54.72,105.64,12.28,32.74
1233,IST,948.0,8.81,1105.75,0.0,24.62,30.68,28.95,-21.9,14.1,126.02
1234,Sastasundar Ven.,346.7,188.5,1102.8,0.0,21.58,147.86,306.67,-2.07,5.67,5.85
1235,Credo Brands,171.0,18.61,1102.68,0.0,7.03,-67.42,133.08,0.22,19.27,59.16
1236,GRM Overseas,183.75,18.1,1102.5,0.26,21.17,87.68,405.93,-6.39,14.29,60.72
1237,Mafatlal Inds.,153.3,11.17,1101.52,0.0,33.27,182.91,764.26,125.83,5.25,20.37
1238,Chamanlal Setia,212.6,9.56,1099.8,0.45,23.25,-38.39,383.53,7.38,20.32,115.64
1239,Vimta Labs,493.8,28.21,1094.78,0.4,11.8,-3.67,78.34,-3.04,17.0,38.81
1240,Orient Paper,51.36,174.94,1089.78,1.92,-6.42,-112.85,242.37,-6.23,2.29,6.23
1241,Innovana Think.,530.75,26.36,1088.04,0.04,8.84,-11.24,21.74,-16.99,35.07,41.26
1242,NCL Industries,240.2,11.54,1086.47,1.25,24.18,123.48,494.94,13.81,15.94,94.2
1243,Cosmic CRF,1323.0,85.05,1084.58,0.0,5.95,,130.01,,39.83,12.75
1244,Bliss GVS Pharma,103.4,11.46,1082.51,0.48,-4.92,374.25,198.13,7.22,14.42,94.3
1245,Ravindra Energy,70.16,125.69,1082.1,0.0,-63.4,-100.11,30.12,-73.57,12.21,8.61
1246,TransIndia Real,43.99,25.7,1080.85,0.0,159.0,209.73,20.08,-31.58,5.22,42.15
1247,Eldeco Housing,1096.75,31.86,1078.41,0.73,11.7,-21.48,49.2,27.13,12.02,33.86
1248,Dhanlaxmi Bank,42.58,18.68,1077.26,0.0,3.31,-91.33,306.23,11.72,5.53,57.82
1249,Emkay Taps & Cut,1009.0,14.97,1076.74,0.0,41.03,,54.54,,38.99,71.9
1250,Ent.Network,225.0,34.14,1072.58,0.42,8.85,219.04,150.66,20.04,5.64,31.41
1251,Jagatjit Inds.,229.5,136.96,1070.96,0.0,1.96,-69.34,130.15,-0.54,10.67,7.82
1252,Prakash Pipes,446.0,11.9,1066.73,0.26,25.36,28.34,164.71,5.67,32.69,89.64
1253,Sat Industries,94.02,4.11,1063.21,0.21,14.37,-38.11,115.42,7.8,57.11,257.92
1254,Creative Newtech,749.1,21.93,1057.27,0.07,20.36,215.66,304.15,-23.41,26.48,48.25
1255,Axtel Industries,651.7,32.78,1052.78,0.9,5.31,-52.12,52.16,-22.53,42.53,32.13
1256,Shree Ganesh Rem,818.0,37.35,1049.92,0.06,12.59,87.91,37.33,26.07,27.59,28.12
1257,Sar Auto Prod.,2200.0,895.93,1048.24,0.0,-0.06,81.25,5.39,46.47,5.84,1.17
1258,CSL Finance,459.0,16.48,1045.72,0.53,18.57,56.05,46.65,38.88,14.68,63.36
1259,Yamuna Syndicate,34000.0,8.41,1045.04,0.95,45.21,17.55,14.3,-4.98,11.29,124.25
1260,Mukka Proteins,34.5,14.79,1035.0,0.0,29.15,24.29,256.7,-38.98,18.9,70.05
1261,Visaka Industrie,119.5,1200.62,1032.53,0.43,1.15,-73.5,396.03,-12.48,3.23,0.86
1262,Khazanchi Jewell,415.0,37.58,1027.01,0.0,11.6,,415.01,,34.39,27.32
1263,Vasa Denticity,640.65,68.06,1026.07,0.0,8.8,,95.06,,115.61,15.08
1264,Sportking India,806.5,14.56,1024.84,0.0,22.86,-25.92,611.18,14.52,9.6,70.35
1265,MSP Steel & Pow.,26.57,71.34,1024.06,0.0,13.02,-33.44,748.41,10.48,7.83,14.35
1266,Royal Orch.Hotel,373.35,21.09,1023.96,0.54,16.7,31.15,76.2,5.03,19.75,48.49
1267,Renaiss. Global,106.35,14.13,1022.35,0.0,21.04,-0.2,536.51,7.42,7.98,72.37
1268,Pakka,260.95,20.96,1022.14,0.9,8.59,-26.01,94.58,-14.87,21.36,48.67
1269,AGI Infra,836.0,19.62,1021.31,0.12,9.34,-29.88,79.83,20.3,25.0,52.09
1270,K&R Rail Engine.,482.0,57.57,1020.44,0.0,1.04,,145.52,,,6.28
1271,Dhampur Bio,153.55,21.93,1019.37,1.6,39.41,-50.86,462.95,-42.36,5.73,46.49
1272,Krystal Integrat,727.4,21.06,1016.3,0.0,14.83,62.08,273.68,47.19,20.34,48.23
1273,Focus Lighting,153.09,26.22,1014.68,0.19,10.41,101.74,59.62,45.81,39.17,38.72
1274,Magadh Sugar,717.0,8.65,1010.4,0.96,46.88,33.75,288.12,-3.49,14.53,116.41
1275,Sandesh,1330.6,5.33,1007.24,0.37,71.92,535.9,85.54,10.92,20.87,188.59
1276,Transpek Inds.,1795.1,26.01,1002.69,1.52,5.64,-74.79,148.21,-26.9,9.47,38.56
1277,Silver Touch,782.65,61.78,992.48,0.06,6.32,54.52,78.8,79.34,20.01,16.06
